formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C20H19N5O5,[M + H]+,C20H20N5O5+,Shikimates and Phenylpropanoids,0.743,Nucleosides,0.124,Purine nucleosides,0.069,Benzenoids,0.979,Benzene and substituted derivatives,0.781,,,,,Benzene and substituted derivatives,0.781,Organic compounds; Organoheterocyclic compounds; Triazoles; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Monoalkylamines; Secondary alcohols; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,410.145,223,3.722,830130495911369786,830129539408616582,830129539408616581,49934,
1,C29H57N5O11,[M + H]+,C29H58N5O11+,Amino acids and Peptides,0.992,Oligopeptides,0.995,Cyclic peptides,0.974,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.926,Peptides,0.836,Oligopeptides,0.755,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",652.412,223,3.722,830130468648387109,830129553136575574,830129553132381269,45113,
1,C13H15NO3,[M + H]+,C13H16NO3+,Amino acids and Peptides,0.437,Small peptides,0.151,Aminoacids,0.295,Organic acids and derivatives,0.937,Carboxylic acids and derivatives,0.866,Monocarboxylic acids and derivatives,0.645,,,Monocarboxylic acids and derivatives,0.645,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,234.113,223,3.724,830130471445988636,830129515375251232,830129515371056927,47177,
1,C18H35N5O4,[M + H]+,C18H36N5O4+,Alkaloids,0.345,Small peptides,0.049,Aminoacids,0.021,Organic oxygen compounds,1.000,Organooxygen compounds,0.999,Ethers,0.985,Dialkyl ethers,0.988,Dialkyl ethers,0.988,Organic compounds; Organoheterocyclic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,386.275,224,3.730,830130473018853412,830129537563122512,830129537563122511,45351,
1,C10H14O4,[M + Na]+,C10H14NaO4+,Fatty acids,0.769,Fatty Acids and Conjugates,0.390,Dicarboxylic acids,0.621,Organic acids and derivatives,0.967,Carboxylic acids and derivatives,0.957,Dicarboxylic acids and derivatives,0.703,,,Dicarboxylic acids and derivatives,0.703,"Organic compounds; Lipids and lipid-like molecules; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",221.079,224,3.730,830130462243683280,830129512653147606,830129512653147605,45361,
1,C13H27NO4,[M + H]+,C13H28NO4+,Fatty acids,0.672,Fatty amides,0.229,Open-chain polyketides,0.083,Lipids and lipid-like molecules,0.818,Fatty Acyls,0.801,Fatty acids and conjugates,0.589,,,Fatty acids and conjugates,0.589,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,262.201,224,3.732,830130463061572782,830129520815264255,830129520815264254,47013,
1,C30H51N3O10,[M + Na]+,C30H51N3NaO10+,Amino acids and Peptides,0.984,Small peptides,0.680,Tripeptides,0.352,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.837,Amino acids and derivatives,0.826,Alpha amino acids and derivatives,0.782,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",636.344,224,3.740,830130513108020230,830129552624870411,830129552620676106,45609,
1,C19H24O8,[M + H]+,C19H25O8+,Terpenoids,0.830,Sesquiterpenoids,0.736,Quassinoids,0.057,Organic acids and derivatives,0.984,Carboxylic acids and derivatives,0.975,Dicarboxylic acids and derivatives,0.509,,,Dicarboxylic acids and derivatives,0.509,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,381.153,225,3.745,830130474814016032,830129536892033787,830129536892033786,45783,
1,C15H20O,[M + H]+,C15H21O+,Terpenoids,0.993,Sesquiterpenoids,0.935,Humulane sesquiterpenoids,0.366,Lipids and lipid-like molecules,0.760,Prenol lipids,0.812,Sesquiterpenoids,0.630,,,Sesquiterpenoids,0.630,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,217.159,225,3.747,830130476009392811,830129511969475974,830129511969475973,42119,
1,C10H12O3,[M + H]+,C10H13O3+,Fatty acids,0.526,Cyclic polyketides,0.321,Unsaturated fatty acids,0.130,Organic acids and derivatives,0.962,Carboxylic acids and derivatives,0.947,Carboxylic acid derivatives,0.744,Carboxylic acid anhydrides,0.615,Carboxylic acid anhydrides,0.615,Organic compounds; Organoheterocyclic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid anhydrides; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,181.086,225,3.754,830130468182819191,830129504889490057,830129504885295752,41124,
1,C26H27I2N5O8,[M + H]+,C26H28I2N5O8+,Amino acids and Peptides,0.998,Oligopeptides,0.994,Tripeptides,0.516,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.996,Peptides,0.981,Oligopeptides,0.894,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Substituted imidazoles; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aryl halides; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Histidine and derivatives; Aspartic acid and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities",791.999,225,3.755,830130479276756365,830129556164863487,830129556160669182,46064,
1,C63H96N4O5,[M + H]+,C63H97N4O5+,Amino acids and Peptides,0.948,Oligopeptides,0.963,Cyclic peptides,0.688,Organic acids and derivatives,0.995,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.970,Peptides,0.816,Oligopeptides,0.548,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",989.747,225,3.756,830130473073379414,830129559188957081,830129559184762776,46088,
1,C19H27N5O7,[M + H]+,C19H28N5O7+,Carbohydrates,0.493,Nucleosides,0.277,Pyrimidine nucleosides,0.074,Organic acids and derivatives,0.955,Carboxylic acids and derivatives,0.890,"Amino acids, peptides, and analogues",0.559,Amino acids and derivatives,0.553,Alpha amino acids and derivatives,0.507,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",438.198,225,3.756,830130501435269411,830129541161835949,830129541157641644,46114,
1,C36H70N4O6,[M + H]+,C36H71N4O6+,Amino acids and Peptides,0.999,Oligopeptides,0.997,Cyclic peptides,0.357,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.998,Peptides,0.969,Oligopeptides,0.911,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",655.535,225,3.757,830130474277145015,830129553316930666,830129553316930665,46147,
1,C16H26O3S,[M + H]+,C16H27O3S+,Terpenoids,0.989,Sesquiterpenoids,0.684,Menthane monoterpenoids,0.184,Lipids and lipid-like molecules,0.763,Prenol lipids,0.680,,,,,Prenol lipids,0.680,Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,299.168,225,3.757,830130484523831975,830129527018640731,830129527018640730,45195,
1,C18H13Br4NO4S,[M + H]+,C18H14Br4NO4S+,Shikimates and Phenylpropanoids,0.543,Coumarins,0.250,Penicillins,0.103,Organic acids and derivatives,0.987,Carboxylic acids and derivatives,0.985,"Amino acids, peptides, and analogues",0.928,Amino acids and derivatives,0.927,Alpha amino acids and derivatives,0.923,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Halobenzenes; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Aryl bromides; Carboxylic acid derivatives; Bromobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",655.736,225,3.758,830130474503637491,830129553354679407,830129553354679406,46163,
1,C34H46N4O9,[M + H]+,C34H47N4O9+,Amino acids and Peptides,0.998,Oligopeptides,0.968,Cyclic peptides,0.568,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.998,Peptides,0.985,Oligopeptides,0.943,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; N-acylpyrrolidines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities",655.335,225,3.758,830130474260367774,830129553241433189,830129553237238884,46172,
